StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q4,Q37,Q7,Q46,Q47,Q48,Q176,Q91,Q56,Q57,Q57_5_TEXT,Q58,Q58_13_TEXT,Q59,Q59_13_TEXT,Q90,Q61,Q104,Q62,Q67,Q69,Q71,Q72,Q107,Q116,Q108,Q114,Q109,Q110,Q111,Q112,Q113,privacyScore,Q62_coded,Q104_coded,Q61_coded,Q62_coded_old
11/15/21 8:13,11/15/21 8:18,0,100,320,1,11/15/21 8:18,R_3HOeipdyAyHQgx8,anonymous,EN,1,1,1,2,4,2,9,8,1,1,,"2,4,5,6,12",,6,,23,"If I'm not told to talk, the microphone must be muted",Nothing,It makes a sound which confirms the change,23,random,4,4,3,0,2,5,2,0,1,1,1,1.25,"Indicator,","Silent activities,,","No Talk,","Visual/UI,"
11/15/21 8:12,11/15/21 8:18,0,100,369,1,11/15/21 8:18,R_3ktsQeVUMyZeYMZ,anonymous,EN,1,1,1,2,7,2,1,8,1,1,,"2,4,6",,4,,23,"Every time I am not the one speaking, to avoid noise disturbance.","Cooking, scrolling on my mobile (social media), Whatsapp","The microphone is cut, there is an indication that i'm muted everytime i make a sound.",21,random,"3,4",4,3,3,2,5,3,3,3,3,3,2.875,"Disable Access,Indicator","Cooking/eating,,","No Talk,No interruption","Cut,Visual/UI"
11/15/21 8:09,11/15/21 8:18,0,100,550,1,11/15/21 8:18,R_7PpV0gw0v8mGjdL,anonymous,EN,1,1,1,1,6,1,1,8,1,"1,3",,"2,4",,4,,23,We are required To mute,"Nothing, I pay attention
",It cuts sound made on my end to other users,23,random,"2,3,4,5",4,3,3,3,5,2,3,2,2,2,2.5,"Block Sending,","Silent activities,,","No Talk,","block sending,"
11/15/21 8:09,11/15/21 8:18,0,100,542,1,11/15/21 8:18,R_2wHtJ6dfY5qGJlR,anonymous,EN,1,1,1,2,3,1,3,8,1,1,,"2,4",,4,,23,to avoid any noise surrounding me at the time of the meeting for better communication,i do not engage in any activities while in a meeting,"it mutes my microphone to not extract any noise from my side when i am in a meeting. when i press mute, any noise coming from me will not be heard by everyone in that meeting.",23,random,"4,5",4,2,1,3,5,3,0,-1,2,0,1.25,"Block Sending,Generic","Silent activities,,","No interruption,","block sending,generic"
11/15/21 8:10,11/15/21 8:18,0,100,480,1,11/15/21 8:18,R_262TreDGWVPIk9l,anonymous,EN,1,1,1,2,6,2,1,8,1,1,,"2,4,5",,4,,23,When it is not my turn to speak I use it to ensure that there is no sound from myself or my background interrupting the meeting or speaker,"I am usually on my phone during these meetings (social media)

",It indicates that my microphone is off,23,random,4,4,3,3,3,5,2,2,2,2,2,2.375,"Indicator,","Silent activities,,","No interruption,No Talk","Visual/UI,"
11/15/21 8:12,11/15/21 8:18,0,100,371,1,11/15/21 8:18,R_2dLwlktka5hXUgJ,anonymous,EN,1,1,1,1,4,1,10,8,2,1,,"2,4,6",,4,,23,i use the mute button when i take a break or when i am not the one talking while working.,"when i am muted i usually work,eat, go to the bathroom or do any other job i can at home.","when i press the mute button the app muted my microphone ,but it reminds me that i am muted by flashing an alert on screen when i talk close to the microphone.",23,random,"2,3,4,5",4,3,3,3,5,3,1,2,1,2,2.25,"Generic,Sound Detection","Cooking/eating,Bathroom,","Hide Activities,","generic,sound detection"
11/15/21 8:12,11/15/21 8:19,0,100,415,1,11/15/21 8:19,R_ZxC28gsJmehzuA9,anonymous,EN,1,1,1,1,6,2,2,8,1,1,,"4,5,12",,5,,23,"There may be sounds where I am, sometimes I mute others too.","Usually I keep working when I don't need to pay too much attention to the meeting. But some rare times I do hose stuff, like prepare dinner, cook, clean, etc.","It mutes my own mic, so no one will hear noises or anything else from my side.",23,random,"2,3,4,5",4,2,3,2,5,3,2,1,2,1,2,"Block Sending,Generic","Cooking/eating,Cleaning/Vacuum,","No interruption,","block sending,generic"
11/15/21 8:09,11/15/21 8:19,0,100,592,1,11/15/21 8:19,R_O9za9by4y0sKk1j,anonymous,EN,1,1,1,2,4,2,1,8,2,3,,2,,2,,23,So that the speaker will not be interrupted. The company requested for everyone be muted unless they're sharing something,,It mutes my sound.,23,random,4,4,2,3,3,5,3,3,3,3,3,2.875,"Generic,",",,","No interruption,No Talk","generic,"
11/15/21 8:14,11/15/21 8:19,0,100,322,1,11/15/21 8:19,R_3qIMNmakVMgDRBP,anonymous,EN,1,1,1,1,6,1,10,8,1,1,,"2,3,4,5,12",,12,,23,To prevent background noise when I am not the one speaking,Noise from the street like construction work,It shows a mute button on the microphone icon and does not allow the other people on the meeting to hear anything from my side,21,random,"1,2,3,4,5",4,3,3,3,5,3,2,3,2,3,2.75,"Indicator,Block Sending","Street Noise,,","No interruption,","Visual/UI,block sending"
11/15/21 8:15,11/15/21 8:19,0,100,268,1,11/15/21 8:19,R_31Ax2zCTPaXsFuI,anonymous,EN,1,1,1,1,6,2,1,8,1,1,,"2,4",,4,,23,BECAUSE I DONT WANT THEM TO LISTEN EVERYTHING THAT ITS GOING ON IN MY ROOM ,"BEING ON MY PHONE ON SOCIAL MEDIA, MAKING BEATS ON ABLETON, WATCH SOME TV, DO PROLIFIC STUFF, COOKING, EATING, GOING TO THE BATHROOM, SMOKING SOME WEED. ",MUTES MY MIC ,23,RANDOM,4,4,3,3,3,5,3,1,3,1,3,2.5,"Generic,","Watching TV,Cooking/eating,Bathroom","Hide Activities,","generic,"
11/15/21 8:10,11/15/21 8:19,0,100,544,1,11/15/21 8:19,R_3HMFvN49mUQ9HuC,anonymous,EN,1,1,1,2,6,2,1,8,3,1,,"2,3,4",,4,,23,To mute any noises/visuals from my end from disturbing the speaker.,I sit attentively and take notes of the meeting,"Mic Mute:
Disable any sound from my end from being heard in the meeting.
Video Mute:
Disable any visuals from my end from being heard in the meeting.
",23,random,4,4,2,1,3,5,3,3,3,3,3,2.625,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:12,11/15/21 8:19,0,100,411,1,11/15/21 8:19,R_1IfQQ2IqaWqKiHt,anonymous,EN,1,1,1,1,5,2,1,8,1,1,,"2,3,4,5,6",,4,,23,Because I have two cats and they tend to make a lot of noise :),"Browsing the web, looking at my phone",It prevents other people in the call to hear me. ,23,random,"3,4","3,4",1,1,3,5,3,2,3,3,3,2.375,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:13,11/15/21 8:19,0,100,352,1,11/15/21 8:19,R_1n11m1CRGzmrjhp,anonymous,EN,1,1,1,1,4,1,1,8,1,"1,2",,"2,4,5,12",,5,,23,To not interrupt the speaker with background noises,"eating, cooking, cleaning",The app doesn't send my audio to other participants,23,random,"3,4",4,2,1,3,5,3,3,3,3,3,2.625,"Block Sending,","Cooking/eating,Cleaning/Vacuum,","No interruption,","block sending,"
11/15/21 8:11,11/15/21 8:19,0,100,461,1,11/15/21 8:19,R_2EvgJotXcr8mV74,anonymous,EN,1,1,1,2,5,2,10,8,2,1,,"2,4,5",,4,,23,To be sure to not disturb the call,Lessons,It Shuts down my mic,23,random,4,4,2,2,2,5,2,2,2,2,2,2,"Disable Access,","Silent activities,,","No interruption,","disable,"
11/15/21 8:09,11/15/21 8:19,0,100,625,1,11/15/21 8:19,R_2pQxKerjjMpBIDX,anonymous,EN,1,1,1,2,6,3,1,8,3,1,,"2,4,5",,2,,24,,Watching tv,You can mute yourself as well as your participants in the meeting ,23,Random,4,4,2,1,2,5,2,2,2,2,2,1.875,"Generic,","Watching TV,,",",","generic,"
11/15/21 8:09,11/15/21 8:19,0,100,623,1,11/15/21 8:19,R_28AjAknf0s9Cx6h,anonymous,EN,1,1,1,2,3,1,9,8,1,"1,4",,"2,5",,2,,23,Not to disturb the person talking and to avoid causing any negative interference ,"talking, cooking, eating",when you press the mute button it show a red slash over the microphone symbol indicating that you are muted,23,random,"3,4","3,4",3,3,-3,5,3,1,2,2,1,1.5,"Indicator,","Cooking/eating,Talking,","No interruption,","Visual/UI,"
11/15/21 8:08,11/15/21 8:19,0,100,674,1,11/15/21 8:19,R_2TLaac5fHrGoKyM,anonymous,EN,1,1,1,1,4,2,1,8,2,1,,2,,2,,24,,Answering emails,"The mute Icon changes into a crossed-out microphone, and show an option to unmute",22,random,4,4,3,2,3,5,3,2,3,3,3,2.75,"Indicator,","Silent activities,,",",","Visual/UI,"
11/15/21 8:12,11/15/21 8:19,0,100,436,1,11/15/21 8:19,R_1DBw5AFpYWZzZe0,anonymous,EN,1,1,1,1,6,3,1,8,1,1,,"2,4,12",,4,,23,to allow others to speak without any background noise or if I need to sneeze or cough,usually working on the computer,It prevents me to send any sound onto de meeting.,23,random,"2,4,5",4,2,2,2,5,3,2,2,2,2,2.125,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:19,0,100,336,1,11/15/21 8:19,R_2dEJ9kHfrQahRQc,anonymous,EN,1,1,1,2,4,1,3,8,1,3,,"2,4",,2,,23,"Mostly because there was noise in the background, or I was receiving a call or talking to someone","Cooking, talking, folding laundry, going to the bathroom, walking/running, on the bus","When I press the mute button, the rest of the people on the Zoom (for example) can see that I am muted, and therefore cannot hear anything that is going on from where I am located",23,random,4,4,3,3,3,5,3,2,2,2,1,2.375,"Indicator,Block Sending","Cooking/eating,Talking,Physical Activity","No interruption,","Visual/UI,block sending"
11/15/21 8:11,11/15/21 8:19,0,100,478,1,11/15/21 8:19,R_vDKQVtI3G0SLTnr,anonymous,EN,1,1,1,1,4,1,10,7,1,1,,"2,4,5,13",VCExpresso,5,,23,So I don't interrupt the class,"I pay attention to the screen most of the time, but sometimes I wash dishes while watching",It blocks my audio input from being heard in the call,23,random,"2,3,4,5","3,4",3,3,3,5,3,3,1,3,3,2.75,"Block Sending,","Cleaning/Vacuum,,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:20,0,100,314,1,11/15/21 8:20,R_tEhBMfp1t2ZNYE9,anonymous,EN,1,1,1,1,6,1,10,8,1,1,,"2,4,5,10,11,12",,4,,23,To not bother the rest with my sound.,"Taking notes, doing other work...",it makes sure that no audio signal from my microphone will be let through to the other participants,23,random,"2,4,5","3,4",1,2,2,5,1,0,1,1,1,1.125,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:12,11/15/21 8:20,0,100,440,1,11/15/21 8:20,R_OChdJBBDIpMYHdv,anonymous,EN,1,1,1,2,4,2,1,8,1,1,,"2,4,12",,2,,23,to communicate with someone else,"watching Tv, social media.",mute my microphone,23,random,"2,4","2,4",3,-3,3,5,3,3,3,3,3,2.25,"Generic,","Watching TV,,","Hide Activities,","generic,"
11/15/21 8:14,11/15/21 8:20,0,100,353,1,11/15/21 8:20,R_1H5eG4XIkYNUGjt,anonymous,EN,1,1,1,2,5,1,2,8,1,3,,2,,2,,23,To talk with someone ,"Cooking, watching tv",Nothing,23,Random,"3,4","2,4",-1,-2,0,5,0,-2,0,2,-1,-0.5,",","Cooking/eating,Watching TV,","Hide Activities,",","
11/15/21 8:14,11/15/21 8:20,0,100,375,1,11/15/21 8:20,R_3iQMMDRvhFByKcP,anonymous,EN,1,1,1,1,4,2,1,8,4,"1,3",,"2,3,5,7,12",,12,,23,To not disturbe the conversation with random noise,Browsing the internet about unrelated topics or personal chatting.,"The app won't record any audio on my end, thus nobody will hear what I'm saying, or the noise I make.",23,random,"3,4",4,2,2,3,5,3,3,3,2,3,2.625,"Disable Access,","Silent activities,,","No interruption,","disable,"
11/15/21 8:13,11/15/21 8:20,0,100,417,1,11/15/21 8:20,R_3fTyRPSImucmwJG,anonymous,EN,1,1,1,1,6,3,2,8,1,1,,"4,5,6,11",,11,,23,"Because I don't want to hear others that what is in my home, if my children speaking in the background.","Only concentrate on meeting, but the whole family was in the same house, so I have to mute beacuse of my wife and children.",Mute my voice and shows to the others that I am muted.,23,random,"2,3,4,5","3,4",2,2,2,5,3,0,2,2,1,1.75,"Indicator,Generic","Talking,,","Hide Activities,","Visual/UI,generic"
11/15/21 8:10,11/15/21 8:20,0,100,598,1,11/15/21 8:20,R_2ziNMJPbaki8tdk,anonymous,EN,1,1,1,2,7,2,3,8,2,1,,"2,3,4,5,8,12,13",House Party,8,,23,I use it because sometimes where I live there is noise in the background.,"If I don't have my camera on, I cook, shower, go to the bathroom, get ready to go out, clean the house, do laundry,...","It completly mutes my sound. The mute icon shows in my picture. If I make a noise, sometimes a message appears warning me that I am muted and describes a way for me to turn on my microphone for a brief moment.",23,random,"2,4,5",4,2,2,3,5,2,1,2,3,2,2.125,"Indicator,Sound Detection","Cooking/eating,Cleaning/Vacuum,Bathroom","No interruption,","Visual/UI,sound detection"
11/15/21 8:13,11/15/21 8:20,0,100,438,1,11/15/21 8:20,R_2YgegvCh6dUmg09,anonymous,EN,1,1,1,2,6,3,7,8,1,1,,"2,4,5",,4,,23,microphone switched off and the other participants  cannot hear you,Usually reading or taking notes ,It switches off the sound of my microphone ,23,random,"2,4,5",4,2,2,3,5,2,3,3,3,3,2.625,"Disable Access,","Silent activities,,","Generic,","disable,"
11/15/21 8:13,11/15/21 8:20,0,100,425,1,11/15/21 8:20,R_3GxrP0uF0redbrP,anonymous,EN,1,1,1,1,4,1,9,8,1,1,,"2,3,5,12",,12,,23,"Several reasons, mainly i didn't have anything to say, didn't want to disturb the meeting with any background noise and to have control over what i wanted the others to hear.",I watch videos or perform some kind of leisure activity,"When i press the mute button it turns red and an icon appears on my profile/side of my name. As a reaction my audio doesn't get taken as an input and therefor the people on the meeting can't hear it. I don't have the knowledge of wether it gets recorded or not (meaning, the software can listen to it but choses not to send it)",23,random,"3,4,5","3,4",2,3,3,5,3,0,1,2,-1,1.625,"Suspicious,Disable Access","Online Videos/game,,","No Talk,No interruption","suspicious,Cut"
11/15/21 8:07,11/15/21 8:20,0,100,777,1,11/15/21 8:20,R_81ZOpChzQTbZZ8B,anonymous,EN,1,1,1,1,5,1,2,8,1,1,,"2,4,5",,5,,23,Taking a personal call,"cooking, working on a project on another window, taking phone calls",It will disable the accessibility of the microphone on the device and cancel sound so that no other person can hear anything,23,random,4,4,3,2,3,5,3,2,1,3,2,2.375,"Disable Access,Block Sending","Cooking/eating,Talking,","Hide Activities,","disable,block sending"
11/15/21 8:14,11/15/21 8:20,0,100,374,1,11/15/21 8:20,R_PASrz3AMMrHrZ05,anonymous,EN,1,1,1,1,6,1,10,8,1,"1,2",,"2,5,12",,5,,23,beacuse if you are not muted everyone ear the background sounds,Work or see stramings,when you press the mute button your microphone is disabled or enabled,23,random,"2,3,4,5","3,4",1,2,1,5,2,1,1,2,2,1.5,"Disable Access,","Online Videos/game,,","No interruption,","disable,"
11/15/21 8:08,11/15/21 8:20,0,100,713,1,11/15/21 8:20,R_zbQzcMsLNXxo0YV,anonymous,EN,1,1,1,2,3,1,10,8,1,1,,"2,5,6,11,12",,2,,23,"Mostly in class, so I would not bother the teacher and because it would be really embarrasing if the whole class listened me during the day.","I have breakfast, lunch, do homework, call me friends, scroll through TikTok, finish assigments from other classes, watch Netflix, talk to my siblings, sleep, cook...","If I remember correctly, the microphone icon turns red, showing that I am muted, and other participants in the call can also see me muted in their screens.",23,random,"2,3,4,5",4,3,3,3,5,3,1,2,3,1,2.375,"Indicator,","Cooking/eating,Talking,Watching TV","No interruption,","Visual/UI,"
11/15/21 8:11,11/15/21 8:20,0,100,559,1,11/15/21 8:20,R_2bUarsd4JDeKzuj,anonymous,EN,1,1,1,1,6,2,5,8,4,1,,"2,4",,2,,24,,"Designing, Drawing and doing some research aside during the metting",Everything goes in silint mode,23,random,"2,4",4,2,2,2,5,2,1,1,2,2,1.75,"Generic,","Silent activities,,",",","generic,"
11/15/21 8:12,11/15/21 8:20,0,100,496,1,11/15/21 8:20,R_3PzxP9tz2zu4dt8,anonymous,EN,1,1,1,2,6,1,9,8,1,"1,4",,"2,4,5",,2,,23,To not interrupt the host when speaking ,Sometimes my family is having conversations ,"Prevents my audio, therefore I am inaudible during the meeting ",23,random ,"2,4",4,3,3,3,5,3,1,1,1,2,2.125,"Block Sending,","Talking,,","No interruption,","block sending,"
11/15/21 8:13,11/15/21 8:21,0,100,432,1,11/15/21 8:21,R_2ymiwGbdjpUV4sQ,anonymous,EN,1,1,1,1,7,3,2,7,1,1,,"2,3,4,5,12",,4,,23,I will only disable it if I have to talk,"no other activities, might scroll over service orders",disables my microphone,23,random,"3,4",4,3,3,3,5,3,2,2,2,2,2.5,"Disable Access,","Silent activities,,","No Talk,","disable,"
11/15/21 8:10,11/15/21 8:21,0,100,663,1,11/15/21 8:21,R_3e7RJrWSLVUxv1a,anonymous,EN,1,1,1,1,6,2,1,8,1,1,,"2,5",,2,,23,it was to avoid disturbing the meeting with noise in my background and at times I would need to give someone instructions or say something to a person in the sam room with me that had nothing to do with the meeting,at times I would eat or take a survey when it pops up,the Microphone icon will show that you are now muted. it will switch off your microphone to the specific application you are working on. I never tried using voice commands after muting a meeting but I am sure the microphone remains on for the rest of the applications.,23,random,"2,4,5",4,3,3,3,5,2,1,3,3,3,2.625,Disable Access,"Cooking/eating,,","No interruption,Hide Activities","Cut,MicToApp"
11/15/21 8:10,11/15/21 8:21,0,100,614,1,11/15/21 8:21,R_3MyVSUAVQGS1JiY,anonymous,EN,1,1,1,2,6,2,3,8,1,1,,4,,4,,23,"Background noises (dogs barking, lawn mowing, kids playing outside)","Watching TV, taking another call, toilet break",It mutes sounds coming from my microphone to the other attendees.,22,random,4,4,2,3,3,5,2,2,2,2,2,2.25,"Block Sending,","Watching TV,Talking,Bathroom","No interruption,","block sending,"
11/15/21 8:11,11/15/21 8:21,0,100,585,1,11/15/21 8:21,R_1qeApFSAsNwI85D,anonymous,EN,1,1,1,1,3,3,1,8,3,1,,"2,4,13",Skype,4,,23,To avoid background noise in the meeting.,"emails, reading",it mutes your microphone so that there is no audio feed from you to the 'meeting'.,23,random,"2,3,4,5",4,2,2,3,5,2,2,3,2,2,2.25,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:10,11/15/21 8:21,0,100,636,1,11/15/21 8:21,R_1JEq8hJWm4tDp6h,anonymous,EN,1,1,1,2,6,2,1,8,2,1,,2,,2,,23,to give other people a chance to talk without any interferences from the background so that the meeting will proceed smoothly.,capturing and getting some more work done,"when i press the mute button, the mute icon is cancelled with a red line to indicate that i am muted",23,random,4,4,2,2,2,5,1,3,2,2,2,2,"Indicator,","Silent activities,,","No interruption,","Visual/UI,"
11/15/21 8:10,11/15/21 8:21,0,100,634,1,11/15/21 8:21,R_233NDysiJhXYxWi,anonymous,EN,1,1,1,2,3,3,1,8,3,1,,"2,4",,4,,23,"I use the mute button to avoid noise disturbances, Or sometimes when in a meeting I use the mute button to run to the toilet.",I sometimes go to the toilet and use the toilet or I listen to the radio or I use my phone and make phone calls.,It highlights the mute button and when I try to speak it tells me that I am on the mute function.,22,random,"2,3,4","2,3,4",3,3,3,5,3,3,2,3,3,2.875,"Indicator,Sound Detection","Bathroom,Talking,","No interruption,Hide Activities","Visual/UI,sound detection"
11/15/21 8:11,11/15/21 8:21,0,100,566,1,11/15/21 8:21,R_3VRbPYUSeowyIyl,anonymous,EN,1,1,1,2,7,3,10,8,1,1,,"2,3,4,13",Skype for Business,4,,23,"To silent background noise like the dogs barking, children playing, talking to somebody else or for multi-tasking","Preparing food, responding to emails, finalsing other administration tasks or crocheting ",Nothing that I can take recognition of,23,Random,"2,3,4,5",4,2,0,3,5,2,1,2,2,3,1.875,",","Cooking/eating,,","No interruption,",","
11/15/21 8:11,11/15/21 8:21,0,100,570,1,11/15/21 8:21,R_0fgkjIW9FfLyVwd,anonymous,EN,1,1,1,2,6,2,3,8,2,1,,"2,4",,2,,23,"Often times prior to meetings there would be random sounds and discussions, I like to be private ","Neighbour's Dog randomly barking, kids in the complex playing ",My video feed is still on so they can see me and not hear anything else ,23,Random,4,4,2,1,3,5,3,1,3,2,0,1.875,"Block Sending,","Dog Barking,Talking,","Comfort,","block sending,"
11/15/21 8:13,11/15/21 8:21,0,100,481,1,11/15/21 8:21,R_VQiGmuejYaEbDH3,anonymous,EN,1,1,1,1,4,2,6,8,1,1,,"4,12",,4,,23,Sometimes to avoid disturb the others with possible background noises.,"In my home cooking or cleaning activities. At the work, another people speaking. ",a pop-up window appears telling me I am mute,23,random,"4,5",4,3,2,3,5,3,2,2,3,3,2.625,"Indicator,","Cooking/eating,Cleaning/Vacuum,","No interruption,","Visual/UI,"
11/15/21 8:10,11/15/21 8:21,0,100,637,1,11/15/21 8:21,R_1IGyvmuUsmM2504,anonymous,EN,1,1,1,2,5,1,3,8,1,1,,"2,4,13",skype,2,,23,because sometimes my house is noisy,most of the times i am in my bed wearing pajamas but sometimes im also at the kitchen eating my breakfast,the app takes the ability for the other people to hear the noise that i'm doing,23,random,"1,3,4",4,2,3,1,5,2,3,3,3,3,2.5,"Block Sending,","Cooking/eating,,","No interruption,","block sending,"
11/15/21 8:11,11/15/21 8:21,0,100,596,1,11/15/21 8:21,R_1Qi55eD3ByvwXmZ,anonymous,EN,1,1,1,2,6,1,1,8,1,3,,"2,12",,12,,23,Sometimes I mute myself If I need to. talk with someone else outside the call or if I need to check a video or an audio message. ,"If it's an important meeting such as a class or even interview for a job position I don't have any background noises if if I'm muted. If it's a discord meeting with my friends, like a casual meeting I can have music playing in the. background.",It mutes y microphone but I can also mute the conversation (if i'm on discord for instance). ,23,random,"2,4",4,2,3,3,5,3,3,3,3,3,2.875,"Generic,","Online Videos/game,,","No interruption,Hide Activities","generic,"
11/15/21 8:10,11/15/21 8:21,0,100,641,1,11/15/21 8:21,R_1rq7IN7rTvD6fgN,anonymous,EN,1,1,1,1,3,1,9,8,1,1,,"2,4,5,6,7",,4,,23,To avoid the participance from hearing my background noises.,"Listening to music, cooking, kids playing and people talking.",When I press the mute button it doesn't allow sound to record into  the pc to transfer into the meeting.,23,random,4,4,3,3,3,5,3,3,3,3,3,3,"Disable Access,Block Sending","Music,Cooking/eating,Talking","No interruption,","MicToApp,block sending"
11/15/21 8:11,11/15/21 8:21,0,100,609,1,11/15/21 8:21,R_3dYexJwLytKf2S0,anonymous,EN,1,1,1,1,6,2,3,8,2,1,,"2,4,5",,4,,24,,"Take down notes, address a disturbance. ",When you press the mute button whoever you were talking to on the other side can no longer here you on their device,22,Random,"4,5",4,3,2,3,5,3,1,2,2,2,2.25,"Block Sending,","Silent activities,,",",","block sending,"
11/15/21 8:12,11/15/21 8:21,0,100,570,1,11/15/21 8:21,R_2v87cKgx6DYUvb2,anonymous,EN,1,1,1,2,7,1,9,8,3,1,,"2,3,4,5,12",,2,,23,"Either because it is a group meeting like a class of 100 students and it is mandatory to use the mute button to reduce the overall noise in the ""classroom"" or because of noises in my home that my disturb or not be adequate for the other person to hear.","In group calls like classes, maybe watch youtube. In one on one calls I'm just waiting for the noise in my house to be reduced.",The app button makes it so that the inputs from my microphone aren't heard by the other person in the call.,23,random,"2,3,4,5",4,1,1,3,5,2,3,3,3,0,2,"Block Sending,","Online Videos/game,,","No Talk,No interruption","block sending,"
11/15/21 8:15,11/15/21 8:21,0,100,375,1,11/15/21 8:21,R_3q8Nx2cudt3OPJQ,anonymous,EN,1,1,1,1,6,3,1,8,2,1,,"2,4",,4,,23,Almost in courses and when listening to others lectures ,"Tv on, eating, drinking",Mic is off,23,random,4,4,2,0,2,5,2,0,3,1,1,1.375,"Disable Access,","Watching TV,Cooking/eating,","No Talk,","disable,"
11/15/21 8:14,11/15/21 8:21,0,100,463,1,11/15/21 8:21,R_3lXFIzT3dNlIqVT,anonymous,EN,1,1,1,2,6,1,2,8,1,1,,"2,4,5,6",,5,,23,To avoid background noise.,Doing my everyday work.,It mutes me until I unmute and also shows other candidates that I am on mute.,23,random,"2,4","2,4",3,3,3,5,3,3,3,2,1,2.625,"Generic,Indicator","Silent activities,,","No interruption,","generic,Visual/UI"
11/15/21 8:12,11/15/21 8:22,0,100,602,1,11/15/21 8:22,R_22o7wsa8xEKh0wh,anonymous,EN,1,1,1,1,4,2,2,8,3,"1,2",,"2,6,12",,2,,23,There's some kind of interruption during the meeting.," If I need to cough, or I have nothing to add to the discussion. If there's a need for a bathroom break. Usually for short breaks. If I have to spend too much time away from the video conference I usually shut down the app.",It mutes my microphone. ,23,random,"2,3,4,5",4,3,0,3,5,3,2,3,3,2,2.375,"Indicator,","Bathroom,,","No interruption,","Visual/UI,"
11/15/21 8:14,11/15/21 8:22,0,100,489,1,11/15/21 8:22,R_27pAKnpa0NQQGly,anonymous,EN,1,1,1,2,6,1,3,8,1,3,,"2,4,6,12",,6,,23,because too many people were in the meeting and would be distracting for me to always have my mic on. also i sometimes do other things at home simultaniously.,"cooking, studying, going to the bathroom, working on other things, watching netflix",it shows me the muted sign. i don't totally understand this question.,23,random,"3,4",4,3,3,3,5,3,2,2,2,1,2.375,"Generic,","Cooking/eating,Bathroom,Watching TV","No interruption,Hide Activities","generic,"
11/15/21 8:12,11/15/21 8:22,0,100,595,1,11/15/21 8:22,R_3qOwddXz0fX6o5C,anonymous,EN,1,1,1,1,6,3,7,8,4,1,,"4,5",,4,,23,"When I’m not talking, don’t hear the environmental noises. ",Listening music.,Indicates mute. ,23,random,4,4,3,2,2,5,3,2,3,2,2,2.375,"Generic,","Music,,","No Talk,No interruption","generic,"
11/15/21 8:14,11/15/21 8:22,0,100,472,1,11/15/21 8:22,R_3hg8cEh5zCpJTDE,anonymous,EN,1,1,1,1,6,2,1,8,3,1,,"2,3,5,6",,5,,23,To reduce external noises and be able to speak to someone next to me ,"Listening to music, sometimes",It mutes the sound coming from my laptop and my background ,23,random ,4,4,2,2,2,5,2,0,2,2,2,1.75,"Disable Access,","Music,,","No interruption,Hide Activities","Cut,"
11/15/21 8:13,11/15/21 8:22,0,100,566,1,11/15/21 8:22,R_1K3IuSJgb2zu1zH,anonymous,EN,1,1,1,2,6,1,10,8,1,1,,"2,4,5,13",Blackboard Collaborate,13,Blackboard Collaborate,23,The meeting leader asked for everyone in the meeting to press the mute button so we could avoid distractions.,I sometimes fold my laundry while I am attending muted video meetings.,It prevents the other people on the meeting from hearing any background noises that might be generated in my environment as well as my disables them to hear my voice or movements.,22,random,"2,4","2,4",3,2,3,5,2,1,1,2,1,1.875,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:11,11/15/21 8:22,0,100,646,1,11/15/21 8:22,R_3HXoM45BUBQNz1E,anonymous,EN,1,1,1,2,6,1,9,8,1,1,,"2,4",,4,,23,I use mute button so I cannot disrupt the class with my background noise,I usually write notes or get something to eat while I am attending a meeting.,When I press the mute button the mic shows the cross in it and then after that I am automatically muted to the other side.,23,random,"4,5",4,2,2,3,5,3,2,2,3,1,2.25,"Indicator,Block Sending","Cooking/eating,,","No interruption,","Visual/UI,block sending"
11/15/21 8:14,11/15/21 8:22,0,100,467,1,11/15/21 8:22,R_1FsvhnY7THPm6HQ,anonymous,EN,1,1,1,1,3,2,3,8,3,1,,"2,4",,2,,23,Just in case someone walks in my room and starts talking.,"I usually used to observe, but sometimes used to work on my side hustle while muted.",The app mutes my microphone so that nobody can hear me anymore.,23,random,"3,4",4,2,0,3,5,3,2,1,1,2,1.75,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:15,11/15/21 8:22,0,100,461,1,11/15/21 8:22,R_2qCAycomBw3LzFM,anonymous,EN,1,1,1,1,7,2,10,8,3,1,,13,Skype,13,Skype,23,"When I did not have to speak in a meeting, I preferred to be muted so that nothing would be heard.","If what they were talking about did not interest me, I would watch YouTube videos in the background.",A microphone appeared with a bar in the middle.,23,random,"2,3,4,5",4,3,2,2,5,1,2,2,2,1,1.875,"Indicator,","Online Videos/game,,","No Talk,","Visual/UI,"
